ea	fascode	idw	a2_x	a2	a2x	a2a	a2b	a2bb	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a5a	a9	a10	a17	a18	a19	a20	a21	a6_a	a6_b	a6a	a7	a7a	a8	a11	a12ax	a12bx	a12dx	a12ex	a12fx	a12d1	a12f1	a26	a21a_x	a21b_x	a21a	a21b	a2e	a5b	commid14	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16aa	b16ab	b16ab_a_mth	b16ab_a_yr	b16ab_b_mth	b16ab_b_yr	b16f	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	module	idivwr	resvis	langmain	langoth	fp2	result	reason	sup_obs	sup_edit	sup_verif	cp1	cp2	cp3	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk24	lk01_14_14	lk02_14_14	lk03_14_14	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb4	pb5	facwght14s	fcode14
"131"	"1312507"	"131"	1	51	1	3	7	1	3					7	2009	1985	30	0	1	35	1	1	1	1	1	1		3	3		3			1	1	1	3	3	3	70	32	4	1	1	4200000	1500000		1500000	"3225"	1	10	5	16	5	1	3						3	3																				"PRA"	"I52"	1	0	2	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	4	"I52"		"I41"	"G01"	8	8	8	8	8	32	13	70	3															0.21739129722118378	"32252507"
"131"	"1312508"	"131"																																															"3225"																																		"PRA"	"I52"	3	0	96	3	3	6	3	3	3																																																				"32252508"
"132"	"1322011"	"132"	1	59	1	1	5	2	6					5	1989	1993	22	3	1	30	1	1	1	1	2	1		3	1	3	3			2	1	1	3	3	3	100	32	4	1	1	9000000	59000000		50000000	"3227"	1	5	4	11	4	1	1	"A"	1	2014			1	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	1	1	"J52"		"J41"	"G01"	8	8	8	8	8	32	14	100	1	8	"AGH"	3						2	3			1	5	0.1304347813129425	"32272011"
"133"	"1322021"	"133"	1	50	1	3	3	8	3					95	1995	1996	19	0	1	40	1	1	1	1	2	1		3	3		3			7	1	1	1	1	1	100	32	5	1	8	4000000			3400000	"3226"	1	17	5	23	5	1	3						4	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	2	"J51"		"J41"	"G01"	3	3	3	3	3	32	14	90	1	12	"AH"	4							8			1	1	0.4166666567325592	"32272021"
"132"	"1322051"	"132"																																															"3227"																																		"PRA"	"J41"	3	0	96	3	3	3	3	3	3																																																				"32272051"
"132"	"1322252"	"132"																																															"3227"																																		"PRA"	"J41"	3	0	96	3	3	6	3	1	3																																																				"32272252"
"132"	"1322258"	"132"																																															"3227"																																		"PRA"	"J51"	3	0	96	3	3	3	3	3	3																																																				"32272258"
"132"	"1322259"	"132"	1	34	3	3	4	2	1	6				95	2010	1999	14	0	1	24	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	101	32	4	1	1	3000000	5000000		5000000	"3227"	1	17	5	23	5	1	1	"A"	1	2014			2	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	3	"J51"		"G01"	"G01"	3	3	3	3	3	32	14	100	3															0.1304347813129425	"32272259"
"132"	"1322260"	"132"																																															"3227"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32272260"
"132"	"1322507"	"132"	1	52	3	1	5	8	3					95	1996	1998	17	0	1	18	1	3	1	1	2	1		3	1	3	1	1	3	2	1	1	1	1	1	100	32	4	1	1	9000000	100000000		60000000	"3227"	1	10	5	16	5	1	1	"A"	1	2014			1	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	1	2	"J53"		"J41"	"G01"	3	3	3	3	3	32	14	100	1	4	"A"	4										1	1	0.1304347813129425	"32272507"
"132"	"1322508"	"132"	1	47	1	1	5	1	3					95	1996	2000	15	0	95	48	1	1	1	1	1	1		1	3	1	3			95	1	1	1	1	1	100	32	2	1	1	5000000	5000000		5000000	"3227"	1	5	4	11	4	3	3						4	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	6		3								"W"	1	2	"J51"		"J41"	"G01"	3	3	3	3	3	32	14	100	1	2	"A"	2										3	1	0.1304347813129425	"32272508"
"132"	"1322511"	"132"	1	27	1	3	4	2	3					95	2009	9998	3	0	1	36	1	1	1	1	1	1		3	3		3			95	1	1	1	1	1	112	32	5	1	1	3000000	10000000		3000000	"3227"	1	17	5	23	5	3	3						6	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	2	"J51"		"J41"	"G01"	8	8	8	8	8	32	14	100	1	5	"AH"	3							2			1	1	0.1304347813129425	"32272511"
"132"	"1322513"	"132"																																															"3227"																																		"PRA"	"J41"	3	0	96	3	3	3	3	1	3																																																				"32272513"
"132"	"1322518"	"132"																																															"3227"																																		"PRA"	"J41"	3	0	96	3	3	6	3	1	3																																																				"32272518"
"132"	"1322521"	"132"																																															"3227"																																		"PRA"	"J51"	3	0	96	3	3	1	3	3	3																																																				"32272521"
"132"	"1332073"	"132"																																															"3227"																																		"PRA"	"J41"	3	0	96	3	3	3	3	1	3																																																				"32262073"
"133"	"1332073"	"133"																																															"3226"																																		"PRA"	"J53"	3	0	96	3	3	3	3	3	3																																																				"32262073"
"133"	"1332075"	"133"																																															"3226"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32262075"
"133"	"1332251"	"133"	1	50	3	1	7	2	3					7	2011	2006	8	5	1	16	1	1	1	1	4	1		3	1	3	3			1	1	1	1	1	1	80	32	4	1	1	8500000	68500000		60000000	"3226"	1	5	4	11	4	1	3						1	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	1	2	"J53"		"J41"	"G01"	3	3	3	3	3	32	14	90	1	9	"AHJ"	4							3		2	3	1	0.4166666567325592	"32262251"
"133"	"1332252"	"133"																																															"3226"																																		"PRA"	"J51"	3	0	96	3	3	1	3	3	3																																																				"32262252"
"133"	"1332258"	"133"	1	44	1	3	4	2	3					95	1992	2003	11	10	1	15	1	1	1	1	2	1		3	3		3			8	1	1	3	3	3	90	32	3	1	1	250000	2250000		2000000	"3226"	1	5	4	11	4	3	3						3	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	4	"J52"		"J41"	"G01"	3	3	3	3	3	32	14	90	3															0.4166666567325592	"32262258"
"133"	"1332501"	"133"																																															"3226"																																		"PRA"	"J53"	3	0	96	3	3	3	3	3	3																																																				"32262501"
"133"	"1332505"	"133"	1	27	3	3	4	2	3					95	2008	2014	0	8	3	35	1	1	1	1	2	1		3	1	3	3			1	1	1	3	3	3	90	32	4	1	1	1550000	2550000		1000000	"3226"	1	17	5	23	5	3	1	"A"	1	2015			6	1	5	4	10	4	0	7	0	30	22	20	7	9	100	95	100	95	1	1	1	"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"A"	1	5	"J52"		"J41"	"G01"	3	3	3	3	3	32	14	90	3															0.4166666567325592	"32262505"
"133"	"1332506"	"133"																																															"3226"																																		"PRA"	"J51"	3	0	96	3	3	3	3	1	3																																																				"32262506"
"133"	"1332508"	"133"																																															"3226"																																		"PRA"	"J41"	3	0	96	3	3	6	3	1	3																																																				"32262508"
"133"	"1332509"	"133"																																															"3226"																																		"PRA"	"J52"	3	0	96	3	3	6	3	1	3																																																				"32262509"
"133"	"1332511"	"133"																																															"3226"																																		"PRA"	"J51"	3	0	96	3	3	6	3	3	3																																																				"32262511"
"133"	"1332512"	"133"																																															"3226"																																		"PRA"	"J41"	3	0	96	3	3	3	3	3	3																																																				"32262512"
"133"	"1332513"	"133"																																															"3226"																																		"PRA"	"J52"	3	0	96	3	3	3	3	1	3																																																				"32262513"
"133"	"1332514"	"133"	1	30	3	3	4	8	3					95	2006	2009	8	0	1	77	1	3	1	1	1	1		1	1	3	3			95	1	1	3	3	3	100	32	1	1	1	3000000	3000000		3000000	"3226"	1	17	5	23	5	1	3						2	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"J53"		"J41"	"G01"	3	3	3	3	3	32	14	90	3															0.4166666567325592	"32262514"
"133"	"1332518"	"133"																																															"3226"																																		"PRA"	"J52"	3	0	96	3	3	6	3	1	3																																																				"32262518"
"134"	"1342072"	"134"	1	42	3	3	5	2	1	6				95	2014	1994	19	0	1	105	1	1	1	1	2	3	1	1	1	1	3			1	1	1	1	1	1	11	32	4	1	1	2400000	5000000		6500000	"3228"	1	3	5	9	5	1	1	"Y"					2	1	24	14	35	12	0	6	6	168	54	4	5	20	100	100	100	6	1	1	1	"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"A"	2	5	"J51"		"J41"	"G01"	8	8	8	8	8	32	15	11	1	2	"G"							2				1	1	0.38461539149284363	"32282072"
"134"	"1342107"	"134"																																															"3228"																																		"PRA"	"J52"	3	0	96	3	3	6	3	3	3																																																				"32282107"
"134"	"1342250"	"134"	1	41	1	3	4	8	3					95	1996	2001	14	0	1	35	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	11	32	4	1	1	3500000	7500000		4000000	"3228"	1	10	5	16	5	1	3						4	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	6		3								"W"	2	4	"J53"		"J41"	"G01"	3	3	3	3	3	32	15	11	3															0.38461539149284363	"32282250"
"134"	"1342501"	"134"	1	32	1	1	5	1	6					2	2007	2007	6	0	1	30	1	3	1	1	2	1		3	1	1	3			1	1	1	1	1	1	10	32	4	1	1	3800000	13000000		10000000	"3228"	1	10	5	16	5	1	3						6	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		3	3	3	1		3								"W"	2	1	"J51"		"J41"	"G01"	3	3	3	3	3	32	15	11	1	2	"AH"	1							1			1	1	0.38461539149284363	"32282501"
"134"	"1342503"	"134"	1	36	3	3	5	1	3					7	2014	2008	7	4	1	31	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	11	32	4	1	1	2500000	4500000		2000000	"3228"	1	10	5	16	5	3	3						6	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"W"	2	3	"J52"		"J41"	"G01"	3	3	3	3	3	32	15	11	3															0.38461539149284363	"32282503"
"134"	"1342506"	"134"	1	34	1	3	4	8	3					7	2005	2008	7	3	1	7	1	1	1	1	2	1		3	3		3			2	1	1	1	3	3	31	32	4	1	1	4500000	5200000		700000	"3228"	1	10	5	16	5	1	3						6	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	4	"J52"		"J41"	"G01"	3	3	3	3	3	32	15	11	3															0.38461539149284363	"32282506"
"135"	"1352251"	"135"	1	25	3	3	4	1	3					95	2011	2005	98	98	95	60	1	1	1	1	2	1		3	3		3			95	1	1	1	1	1	113	32	5	1	1	1000000	0		999999998	"3231"	1	12	4	18	4	3	1	"A"	1	2014			1	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	2	"J51"		"J41"	"G01"	3	3	3	3	3	32	15	113	1	7	"AGH"	4						2	1			1	1	0.25641027092933655	"32312251"
"135"	"1352264"	"135"	1	45	3	3	4	2	1	1	1	1	3	95	2006	1990	17	0	1	28	1	1	1	1	2	1		1	1	1	3			1	1	1	1	1	1	150	32	4	1	1	3500000	15500000		12000000	"3231"	1	12	4	18	4	3	3						4	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"B"	1	3	"J51"		"J41"	"G01"	8	8	8	8	8	32	15	113	1	2	"G"							2				1	1	0.25641027092933655	"32312264"
"137"	"1352284"	"137"	1	38	1	3	1	8	3					95	1996	2002	13	0	1	14	1	1	1	1	2	1		3	3		3			95	1	1	3	3	3	160	32	1	1	1	3000000	4000000		1000000	"3232"	1	3	5	9	5	1	3						4	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				1	3	3		6	1	1	6		3								"W"	2	4	"J53"		"J41"	"G01"	3	3	3	3	3	32	15	160	3															0.30000001192092896	"32312284"
"135"	"1352289"	"135"																																															"3231"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32312289"
"135"	"1352504"	"135"																																															"3231"																																		"PRA"	"J41"	3	0	96	3	3	1	3	1	3																																																				"32312504"
"135"	"1352505"	"135"	1	28	3	1	5	1	6					7	2012	2014	0	8	1	84	1	3	1	1	2	1		3	1	3	1	2	3	7	1	1	3	3	3	113	32	3	1	1	5000000	9000000		5000000	"3231"	1	5	4	11	4	1	1	"A"	2	2015			6	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	1	"J52"		"J41"	"G01"	3	3	3	3	3	32	15	113	1	5	"AGH"	2						2	1			1	1	0.25641027092933655	"32312505"
"135"	"1352510"	"135"	1	38	3	3	4	8	3					95	2004	1995	20	0	1	24	1	1	1	1	1	1		3	1	3	3			1	1	1	1	1	1	113	32	4	1	1	5000000	12000000		7000000	"3231"	1	26	4	2	5	3	3						4	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	3	"J53"		"J41"	"G01"	3	3	3	3	3	32	15	113	3															0.25641027092933655	"32312510"
"135"	"1352512"	"135"	1	48	1	3	4	2	3					95	2000	1995	4	0	4	20	1	1	1	1	1	3	1	1	3	3	3			95	1	1	1	1	1	113	32	5	1	1	4000000	3000000		3000000	"3231"	1	12	4	18	4	1	3						6	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	4	"J51"		"J41"	"G01"	3	3	3	3	3	32	15	113	1	5	"AH"	3							2			1	1	0.25641027092933655	"32312512"
"136"	"1362011"	"136"																																															"3230"																																		"PRA"	"J41"	3	0	96	3	3	3	3	3	3																																																				"32302011"
"136"	"1362072"	"136"																																															"3230"																																		"PRA"	"J41"	3	0	96	3	3	6	3	1	3																																																				"32302072"
"136"	"1362076"	"136"	1	47	1	3	6	8	3					7	2010	1999	16	0	1	30	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	90	32	3	1	1	4000000	7000000		3000000	"3230"	1	12	4	18	4	3	3						4	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	4	"J53"		"J41"	"G01"	3	3	3	3	3	32	15	90	3															0.2857142984867096	"32302076"
"136"	"1362078"	"136"	1	46	3	3	4	2	3					7	2008	1998	18	0	1	30	1	1	1	1	2	1		1	1	1	3			1	1	1	1	1	1	90	32	4	1	1	3500000	9500000		6000000	"3230"	1	19	4	25	4	3	3						2	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"B"	2	3	"J52"		"J41"	"G01"	3	3	3	3	3	32	15	90	3															0.2857142984867096	"32302078"
"138"	"1362078"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	1																																																			0.375	"32302078"
"136"	"1362101"	"136"																																															"3230"																																		"PRA"	"J41"	3	0	96	3	3	3	3	3	3																																																				"32302101"
"138"	"1362101"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	3	1	3	1																																																				"32302101"
"138"	"1362250"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	1																																																				"32302250"
"136"	"1362502"	"136"	1	29	3	3	4	6	3					95	2007	2008	7	0	1	32	1	1	1	1	2	1		3	1	3	3			10	1	1	3	3	3	90	32	4	1	1	1450000	2450000		1000000	"3230"	1	19	4	25	4	3	3						6	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"A"	2	3	"J53"		"J41"	"G01"	3	3	3	3	3	32	15	90	3															0.2857142984867096	"32302502"
"136"	"1362503"	"136"	1	39	1	3	5	2	3					95	2012	2000	10	0	1	35	1	1	1	1	2	3	1	1	3	3	3			95	1	1	1	1	1	50	32	5	1	1	6000000	0		10000000	"3230"	1	26	4	2	5	1	3						2	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	2	4	"J51"		"J41"	"G01"	3	3	3	3	3	32	15	90	1	4	"AH"	2							2			3	1	0.2857142984867096	"32302503"
"137"	"1372011"	"137"	1	35	1	1	5	1	6					95	2007	2010	5	0	3	78	1	3	1	1	1	1		3	1	3	3			95	1	1	3	3	3	160	32	1	1	1	10000000	10000000		10000000	"3232"	1	26	4	2	5	1	3						6	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	2	1	"J53"		"J41"	"G01"	3	3	3	3	3	32	15	160	3															0.30000001192092896	"32322011"
"137"	"1372079"	"137"																																															"3232"																																		"PRA"	"J53"	3	0	96	3	3	3	3	3	3																																																				"32322079"
"137"	"1372082"	"137"	1	51	1	3	4	1	3					95	1988	2005	9	10	1	30	1	1	1	1	1	1		1	3	3	3			1	1	1	3	3	3	160	32	4	1	1	3500000	13500000		10000000	"3232"	1	26	4	2	5	1	3						1	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				1	1	3		6	1	1	1		3								"W"	2	2	"J52"		"J41"	"G01"	8	8	8	8	8	32	15	160	1	2	"AGH"	1						0	1			1	1	0.30000001192092896	"32322082"
"137"	"1372250"	"137"	1	42	3	3	4	8	3					95	2010	2012	3	0	1	35	1	1	1	1	1	1		3	1	3	3			1	1	1	1	1	1	160	32	4	1	1	2800000	11800000		9000000	"3232"	1	26	4	2	5	3	1	"A"	1	2014			6	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"A"	2	3	"J53"		"J41"	"G01"	3	3	3	3	8	32	15	160	3															0.30000001192092896	"32322250"
"137"	"1372263"	"137"																																															"3232"																																		"PRA"	"J51"	3	0	96	3	3	1	3	3	3																																																				"32322263"
"137"	"1372502"	"137"																																															"3232"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32322502"
"137"	"1372507"	"137"																																															"3232"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32322507"
"137"	"1372508"	"137"																																															"3232"																																		"PRA"	"J52"	3	0	96	3	3	6	3	3	3																																																				"32322508"
"137"	"1372517"	"137"	1	38	1	3	4	8	3					95	1998	2008	7	2	1	30	1	1	1	1	1	1		3	3		3			1	1	1	3	3	3	160	32	4	1	1	800000	3800000		3000000	"3232"	1	26	4	2	5	3	3						6	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	4	"J52"		"J41"	"G01"	3	3	3	3	3	32	15	160	3															0.30000001192092896	"32322517"
"136"	"1382021"	"136"	1	60	1	1	7	2	6					95	2004	1986	25	0	1	42	1	1	1	1	1	3	1	3	3		1	2	1	95	1	1	1	1	1	90	32	1	1	1	10000000	40000000		30000000	"3230"	1	12	4	18	4	1	3						4	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	1	1	"J51"		"J41"	"G01"	3	3	3	3	3	32	15	90	3															0.2857142984867096	"32292021"
"138"	"1382021"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	1																																																			0.375	"32292021"
"138"	"1382073"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32292073"
"138"	"1382250"	"138"	1	31	3	3	4	2	3					95	2005	2004	11	0	95	48	1	1	1	1	2	1		3	3		3			95	1	1	1	1	1	82	32	5	1	1	1500000	0		60000000	"3229"	1	19	4	25	4	1	3						2	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"B"	2	2	"J51"		"J41"	"G01"	8	8	8	8	8	32	15	82	1	10	"AGH"	5						2	3			1	1	0.375	"32292250"
"138"	"1382253"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	1																																																				"32292253"
"138"	"1382257"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	3	1	3	3																																																				"32292257"
"138"	"1382501"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32292501"
"138"	"1382502"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	3	3	3	3																																																				"32292502"
"138"	"1382504"	"138"	1	34	3	3	4	2	3					95	2009	2009	5	5	1	35	1	1	1	1	2	1		1	3	3	3			1	1	1	1	3	3	81	32	4	1	1	500000	9500000		9000000	"3229"	1	19	4	25	4	3	1	"A"	3	2014			6	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"B"	2	3	"J52"		"J41"	"G01"	3	3	3	3	3	32	15	82	3															0.375	"32292504"
"138"	"1382505"	"138"																																															"3229"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"32292505"
"138"	"1382506"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32292506"
"138"	"1382508"	"138"																																															"3229"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32292508"
"138"	"1382511"	"138"	1	47	3	3	4	8	1	1	0	1	1	95	2004	1998	17	0	1	36	1	1	1	1	2	1		3	1	1	3			1	1	1	1	1	1	90	32	4	1	1	3800000	9000000	200000	5200000	"3229"	1	26	4	2	5	3	3						4	3																				"PRA"	"J53"	1	0	96	3	1		3	3	3				3	3	3		1	1	1	1		3								"W"	2	3	"J53"		"J41"	"G01"	8	1	3	8	8	32	15	82	3																"32292511"
"138"	"1382512"	"138"																																															"3229"																																		"PRA"	"J51"	3	0	1	3	3	3	1	1	3																																																				"32292512"
"138"	"1383023"	"138"	1	44	3	3	4	8	1	6				95	2008	1991	24	0	1	24	1	1	1	1	2	3	1	3	3		3			1	1	1	1	1	1	82	32	4	1	1	4200000	5000000		9000000	"3229"	1	10	5	16	5	3	1	"A"	98	2014			4	3																				"PRA"	"J51"	1	0	96	3	1		3	3	3				3	3	3		1	1	1	1		3								"B"	2	3	"J51"		"J41"	"G01"	3	1	3	3	3	32	15	82	3															0.375	"32293023"
"138"	"1383031"	"138"	1	48	3	3	4	2	3					95	2009	1990	10	0	1	24	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	82	32	4	1	1	3885000	8385000		4500000	"3229"	1	10	5	16	5	1	1	"A"	98	2014			3	3																				"PRA"	"J51"	1	0	96	3	1		3	3	3				3	3	3		1	1	1	1		3								"W"	2	3	"J51"		"J41"	"G01"	3	3	3	3	3	32	15	82	3															0.375	"32293031"
"139"	"1392013"	"139"	1	18	1	3	1	1	3					95	2015	0	25	0	1	84	1	1	1	1	2	1		3	3		3			7	1	1	1	1	1	40	32	5	8	8				1000000	"3233"	1	7	6	13	6	3	3						2	3																				"PRA"	"J51"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	1	2	"J51"		"J41"	"G01"	8	8	8	8	8	32	75	40	1	3	"A"	3										1	1	0.6315789222717285	"32332013"
"140"	"1392023"	"140"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332023"
"140"	"1392069"	"140"	1	50	3	3	4	3	3					95	2014	2005	10	2	1	168	3	3	1	1	2	1		3	3		3			7	1	1	3	3	3	40	32	3	1	1	5000000	5000000		5000000	"3233"	1	21	6	27	6	1	3						5	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"A"	1	3	"J53"		"J41"	"G01"	3	3	3	3	3	32	75	40	1	3	"GH"							2	1			1	1	0.6315789222717285	"32332069"
"140"	"1392074"	"140"	1	52	1	3	4	1	3					7	2001	1995	20	0	3	24	3	3	1	1	2	1		3	3		1	2	5	7	1	1	3	3	3	40	32	1	1	1	20000000	25000000		20000000	"3233"	1	7	6	13	6	1	3						2	3																				"PRA"	"J52"	1	0	96	3	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	1	2	"J52"		"J41"	"G01"	3	3	3	3	3	32	75	40	3															0.6315789222717285	"32332074"
"139"	"1392113"	"139"	1	38	3	3	4	1	3					95	2009	1997	0	7	1	168	1	1	1	1	2	1		1	1	3	3			7	1	1	3	3	3	40	32	3	1	1	5000000	5000000		5000000	"3233"	1	14	6	20	6	3	1	"A"	98	2014			6	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"A"	1	3	"J53"		"J41"	"G01"	3	3	3	3	3	32	75	40	1	3	"G"							3				1	1	0.6315789222717285	"32332113"
"139"	"1392251"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332251"
"139"	"1392252"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	3	3	3	3																																																				"32332252"
"139"	"1392258"	"139"	1	47	3	3	5	2	3					7	2015	2007	8	0	3	56	1	3	1	1	2	1		3	1	3	3			7	1	1	3	3	3	40	32	2	8	8				999999998	"3233"	1	14	6	20	6	1	1	"A"	98	2014			2	3																				"PRA"	"J52"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"A"	1	3	"J52"		"J41"	"G01"	3	3	3	3	3	32	75	40	1	3	"G"							3				1	1	0.6315789222717285	"32332258"
"139"	"1392501"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332501"
"139"	"1392502"	"139"																																															"3233"																																		"PRA"	"S54"	3	0	96	3	3	2	3	3	3																																																				"32332502"
"139"	"1392504"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332504"
"139"	"1392506"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332506"
"139"	"1392507"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332507"
"139"	"1392508"	"139"	1	29	3	3	5	2	3					7	2009	2011	4	6	1	84	1	1	1	1	1	1		3	3		3			7	1	1	3	3	3	40	32	3	1	1	5000000	5000000		5000000	"3233"	1	14	6	20	6	1	1	"A"	6	2014			6	3																				"PRA"	"J53"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"A"	1	3	"J53"		"J41"	"G01"	3	3	3	3	3	32	75	40	1	3	"G"							3				1	1	0.6315789222717285	"32332508"
"139"	"1392509"	"139"																																															"3233"																																		"PRA"	"J41"	3	0	96	3	3	6	3	3	3																																																				"32332509"
"139"	"1392510"	"139"	1	25	3	3	4	8	3					7	2012	2013	2	0	3	48	1	1	1	1	2	1		3	3		3			7	1	1	3	3	3	40	32	5	1	1	2000000	2000000		2000000	"3233"	1	21	6	27	6	1	3						6	3																				"PRA"	"J52"	1	0	96	3	1		3	3	3				3	3	3		1	1	1	1		3								"B"	1	3	"J52"		"J41"	"G01"	8	8	8	8	8	32	75	40	1	4	"AG"	1						3				1	1	0.6315789222717285	"32332510"
