ea	fascode	idw	a2_x	a2	a2x	a2a	a2b	a2bb	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a5a	a9	a10	a17	a18	a19	a20	a21	a6_a	a6_b	a6a	a7	a7a	a8	a11	a12ax	a12bx	a12dx	a12ex	a12fx	a12d1	a12f1	a26	a21a_x	a21b_x	a21a	a21b	a2e	a5b	commid14	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16aa	b16ab	b16ab_a_mth	b16ab_a_yr	b16ab_b_mth	b16ab_b_yr	b16f	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	module	idivwr	resvis	langmain	langoth	fp2	result	reason	sup_obs	sup_edit	sup_verif	cp1	cp2	cp3	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk24	lk01_14_14	lk02_14_14	lk03_14_14	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb4	pb5	facwght14s	fcode14
"037"	"0372051"	"037"																																															"1310"																																		"PRA"	"C52"	3	0	96	3	3	6	3	3	3																																																				"13102051"
"037"	"0372058"	"037"																																															"1310"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"13102058"
"037"	"0372059"	"037"																																															"1310"																																		"PRA"	"C53"	3	0	96	3	3	6	3	1	1																																																				"13102059"
"036"	"0372071"	"036"																																															"1311"																																		"PRA"	"C53"	3	0	96	3	3	3	3	1	1																																																				"13102071"
"037"	"0372071"	"037"																																															"1310"																																		"PRA"	"C52"	3	0	96	3	3	3	3	3	3																																																				"13102071"
"037"	"0372102"	"037"																																															"1310"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13102102"
"037"	"0372253"	"037"	1	51	3	1	7	1	6					95	2014	2001	14	0	1	39	1	1	1	1	1	1		1	1	3	3			7	1	1	1	1	1	30	13	5	1	1	18000000	50000000		50000000	"1310"	1	3	5	9	5	1	3						3	3																				"PRA"	"C53"	1	0	96	1	1		3	1	1				3	3	3		1	1	1	1		3								"B"	1	1	"C53"		"C41"	"B01"	3	3	3	3	1	13	74	20	3															0.3571428656578064	"13102253"
"037"	"0372257"	"037"																																															"1310"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13102257"
"037"	"0372264"	"037"																																															"1310"																																		"PRA"	"C53"	3	0	96	3	3	3	3	1	1																																																				"13102264"
"037"	"0372501"	"037"	1	34	3	1	5	2	6					95	2007	2008	7	0	1	24	1	1	1	1	4	1		3	3		3			2	1	1	1	1	1	20	13	4	1	1	4000000	35000000		35000000	"1310"	1	26	4	2	5	1	1	"A"	1	2014			6	3																				"PRA"	"C53"	1	0	96	1	1		1	3	3				3	3	1	3	1	1	1	1		3								"A"	1	1	"C53"		"C41"	"B01"	3	3	3	3	3	13	74	20	1	3	"GH"							2	1			1	1	0.3571428656578064	"13102501"
"037"	"0372505"	"037"																																															"1310"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13102505"
"037"	"0372506"	"037"																																															"1310"																																		"PRA"	"C52"	3	0	96	3	3	6	3	3	3																																																				"13102506"
"037"	"0372507"	"037"																																															"1310"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13102507"
"037"	"0372509"	"037"																																															"1310"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13102509"
"037"	"0372511"	"037"	1	23	3	3	4	3	3					95	2014	9998	15	0	1	168	1	1	1	1	1	1		3	3		3			7	1	1	3	3	3	10	13	5	1	1	1000000	1000000		12000000	"1310"	1	3	5	9	5	3	3						4	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	1	3	3	3	3	1		1	3	3	3		3	3	3	"W"	1	2	"C52"		"C41"	"B01"	8	8	8	8	8	13	74	20	1	3	"G"							3				1	1	0.3571428656578064	"13102511"
"037"	"0372514"	"037"	1	38	3	3	4	2	3					95	2012	2010	5	0	1	35	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	10	13	4	1	1	2500000	3000000		3000000	"1310"	1	26	4	2	5	1	1	"A"	1	2014			6	3																				"PRA"	"C53"	1	0	96	1	1		3	1	1				3	3	1	3	6	1	1	1		1	3	3	3		6	1	3	"A"	1	3	"C53"		"C41"	"B01"	3	3	3	3	3	13	74	20	3															0.3571428656578064	"13102514"
"037"	"0372515"	"037"																																															"1310"																																		"PRA"	"C52"	3	0	96	3	3	1	3	3	3																																																				"13102515"
"037"	"0372516"	"037"																																															"1310"																																		"PRA"	"C52"	3	0	96	3	3	6	3	3	3																																																				"13102516"
"038"	"0382073"	"038"																																															"1312"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13122073"
"030"	"0382253"	"030"																																															"1304"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"13122253"
"030"	"0382257"	"030"																																															"1304"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"13122257"
"038"	"0382504"	"038"																																															"1312"																																		"PRA"	"C53"	3	0	96	3	3	6	3	1	1																																																				"13122504"
"038"	"0382511"	"038"																																															"1312"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13122511"
"038"	"0382513"	"038"																																															"1312"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13122513"
"038"	"0382514"	"038"	1	51	1	1	7	1	6					2	1999	2010	5	0	3	24	1	1	1	1	1	1		3	3		3			1	1	1	1	3	3	10	13	4	1	1	5000000	15000000		15000000	"1312"	1	24	5	30	5	1	1	"A"	1	2005			6	3																				"PRA"	"C51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	1	"C51"		"C41"	"B01"	1	8	8	8	8	13	75	30	1	2	"AH"	1							1			1	1	0.31578946113586426	"13122514"
"038"	"0382517"	"038"																																															"1312"																																		"PRA"	"C53"	3	0	96	3	3	6	3	1	1																																																				"13122517"
"038"	"0382520"	"038"																																															"1312"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13122520"
"038"	"0382521"	"038"	1	33	3	3	4	2	3					95	2006	2009	4	0	2	114	1	1	1	1	1	1		3	3		3			95	1	1	3	3	3	30	13	4	1	1	2500000	7500000		5000000	"1312"	1	19	4	25	4	3	1	"A"	2	2015			6	3																				"PRA"	"C51"	1	0	96	1	1		3	3	3				3	3	1	1	6	3	1	1		3								"W"	1	3	"C51"		"C41"	"B01"	3	3	3	3	3	13	75	30	3															0.31578946113586426	"13122521"
"038"	"0382522"	"038"	1	50	3	3	4	3	3					95	2015	1993	22	0	1	49	1	1	1	1	2	1		1	1	3	3			1	1	1	1	3	3	20	13	4	1	1	5000000	25000000		25000000	"1312"	1	24	5	30	5	3	3						3	3																				"PRA"	"C51"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"C51"		"C41"	"B01"	3	3	3	3	3	13	75	30	3															0.31578946113586426	"13122522"
"038"	"0382523"	"038"	1	47	3	3	4	2	3					7	2012	1998	17	0	2	56	1	1	1	1	2	1		3	1	1	3			1	1	1	1	1	1	20	13	4	1	1	4000000	3000000		3000000	"1312"	1	17	5	23	5	1	3						4	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"C52"		"C41"	"B01"	8	8	8	3	3	13	75	30	3															0.31578946113586426	"13122523"
"038"	"0382525"	"038"	1	47	3	3	4	8	3					95	2003	2004	11	0	1	30	1	1	1	1	2	1		1	1	3	3			1	1	1	1	1	1	20	13	4	1	8	3900000			157000000	"1312"	1	19	4	25	4	3	3						1	3																				"PRA"	"C53"	1	0	96	1	2	2	3	1	1				3	3	1	3	1	1	1	1		3								"A"	1	3	"C53"		"C41"	"B01"	3	3	3	3	3	13	75	30	1	7	"G"							7				1	1	0.31578946113586426	"13122525"
"038"	"0382528"	"038"																																															"1312"																																		"PRA"	"C53"	3	0	96	3	3	6	3	1	1																																																				"13122528"
"040"	"0392011"	"040"																																															"1314"																																		"PRA"	"C52"	3	0	96	3	3	6	3	3	3																																																				"13132011"
"039"	"0392072"	"039"	1	26	3	3	4	3	3					95	2010	9998	98	98	1	84	1	1	1	1	1	1		3	3		3			7	1	1	1	1	1	20	13	5	1	1	0	0		0	"1313"	1	24	5	30	5	3	1	"A"	1	2014			4	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	1	2	"C52"		"C41"	"B01"	8	8	8	8	8	13	76	20	1	6	"G"							6				1	1	0.4000000059604645	"13132072"
"039"	"0392073"	"039"	1	34	3	3	4	1	3					95	2006	2007	8	0	5	168	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	20	13	4	1	1	1700000	3000000		3000000	"1313"	1	24	5	30	5	3	1	"A"	1	2014			1	1	16	8	16	9	3	16	9	168	225	122	75	100	30	30	40	1	6			"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	3		1	1	1	1		3								"W"	2	5	"C52"		"C41"	"B01"	3	3	3	3	3	13	76	20	3															0.4000000059604645	"13132073"
"039"	"0392504"	"039"																																															"1313"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13132504"
"039"	"0392505"	"039"																																															"1313"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13132505"
"039"	"0392507"	"039"	1	33	3	1	5	1	6					95	2007	2009	6	0	1	24	1	1	1	1	1	1		3	3		3			95	1	1	1	1	1	10	13	5	1	1	4500000	15000000		15000000	"1313"	1	29	3	4	4	1	1	"A"	1	2014			6	3																				"PRA"	"C53"	1	0	96	1	1		3	1	1				3	3	3		1	1	1	1		3								"W"	1	1	"C53"		"C41"	"B01"	3	3	3	3	3	13	76	20	1	8	"AFGH"	2					2	1	3			3	1	0.4000000059604645	"13132507"
"039"	"0392511"	"039"																																															"1313"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13132511"
"039"	"0392513"	"039"																																															"1313"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13132513"
"039"	"0392514"	"039"																																															"1313"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13132514"
"039"	"0392515"	"039"	1	47	3	3	95	3	3					95	2013	2010	5	0	1	7	1	1	1	1	2	1		1	1	1	3			1	1	1	1	3	3	31	13	4	1	1	3500000	500000		500000	"1313"	1	29	3	4	4	3	3						6	3																				"PRA"	"C51"	1	0	96	1	1		3	3	3				3	3	1	3	6	3	1	1		3								"W"	1	4	"C51"		"C41"	"B01"	8	3	3	3	3	13	76	20	3															0.4000000059604645	"13132515"
"039"	"0392517"	"039"	1	33	3	3	4	1	3					95	2006	2007	8	0	5	168	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	21	13	4	1	1	1450000	5000000		5000000	"1313"	1	24	5	30	5	1	1	"A"	1	2014			1	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		1	3	3	3		3	1	3	"W"	2	3	"C52"		"C41"	"B01"	3	3	3	3	3	13	76	20	1	2	"G"							2				1	5	0.4000000059604645	"13132517"
"040"	"0402071"	"040"	1	40	3	3	2	8	3					95	1996	1996	14	6	1	168	1	1	1	1	1	1		1	1	1	3			7	1	1	1	1	1	31	13	1	1	1	1260000	1260000		1260000	"1314"	1	29	3	4	4	1	3						3	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	3	"C52"		"C41"	"B01"	3	3	3	3	3	13	76	31	3															0.2380952388048172	"13142071"
"040"	"0402501"	"040"	1	66	3	3	95	6	3					95	1970	1980	35	0	1	168	1	1	1	1	1	1		3	3		3			95	1	1	3	3	3	31	13	1	1	1	1000000	1000000		1000000	"1314"	1	29	3	4	4	1	3						2	3																				"PRA"	"C51"	1	0	96	1	1		3	3	3				3	3	3		6	1	3	1		3								"W"	1	3	"C51"		"C41"	"B01"	1	1	3	1	1	13	76	31	3															0.2380952388048172	"13142501"
"040"	"0402502"	"040"	1	33	3	3	4	1	3					95	2003	2004	5	0	1	54	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	31	13	4	1	1	3700000	8000000		8000000	"1314"	1	29	3	4	4	3	1	"A"	1	2014			6	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	1	"B"	1	3	"C52"		"C41"	"B01"	3	3	3	3	3	13	76	31	1	2	"G"							2				1	5	0.2380952388048172	"13142502"
"040"	"0402505"	"040"																																															"1314"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"13142505"
"040"	"0402506"	"040"																																															"1314"																																		"PRA"	"C52"	3	0	96	3	3	6	3	3	3																																																				"13142506"
"040"	"0402508"	"040"																																															"1314"																																		"PRA"	"C51"	3	0	96	3	3	6	3	3	3																																																				"13142508"
"040"	"0402510"	"040"	1	25	3	3	4	3	3					95	2013	1985	30	0	1	168	1	1	1	1	1	1		3	3		3			7	1	1	1	1	1	30	13	5	1	1	800000	800000		800000	"1314"	1	24	5	30	5	3	3						4	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	3		3	3	3	1		1	3	3	3		3	1	1	"B"	1	2	"C52"		"C41"	"B01"	3	3	3	3	3	13	76	31	1	3	"CG"			1				2				1	5	0.2380952388048172	"13142510"
"040"	"0402511"	"040"																																															"1314"																																		"PRA"	"C52"	3	0	96	3	3	6	3	3	3																																																				"13142511"
"040"	"0402516"	"040"	1	61	3	3	2	5	3					95	1976	1976	39	0	1	168	1	1	1	1	2	1		3	3		3			7	1	1	1	1	1	20	13	1	1	1	0	75000		0	"1314"	1	24	5	30	5	3	3						5	3																				"PRA"	"C52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	3	"C52"		"C41"	"B01"	3	3	3	3	3	13	76	31	3															0.2380952388048172	"13142516"
"040"	"0402517"	"040"																																															"1314"																																		"PRA"	"C51"	3	0	96	3	3	3	3	3	3																																																				"13142517"
"041"	"0412073"	"041"	1	40	3	3	4	4	3					7	2005	2009	6	0	3	144	1	1	1	1	5	3	3	3	3		3			10	1	1	1	1	1	31	16	5	1	1	1000000	1000000		1000000	"1601"	1	3	5	9	5	1	3						6	1	6	3	12	2	2	2	2	144	15	10	5	8	100	80	100	1	1	1	1	"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	5	"D52"		"D41"	"B01"	3	3	3	3	3	16	9	31	3															0.8333333134651184	"16012073"
"041"	"0412102"	"041"	1	38	3	3	4	2	3					95	2010	1999	16	0	1	70	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	31	16	4	1	1	3100000	2000000		2000000	"1601"	1	3	5	9	5	3	3						1	3																				"PRA"	"D53"	1	0	1	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"B"	2	3	"D53"		"D41"	"B01"	3	3	3	3	3	16	9	31	3															0.8333333134651184	"16012102"
"041"	"0412502"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012502"
"041"	"0412504"	"041"	1	29	1	1	5	2	6					7	2011	2013	1	2	1	168	1	3	1	1	2	1		3	3		1	2	5	7	1	1	1	3	3	60	16	5	1	1	9000000	30000000		30000000	"1601"	1	3	5	9	5	3	3						6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	2	1	"D51"		"D41"	"B01"	3	3	3	3	3	16	9	31	1	4	"AGH"	2						1	1			1	1	0.8333333134651184	"16012504"
"041"	"0412505"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16012505"
"041"	"0412507"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012507"
"041"	"0412509"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012509"
"041"	"0412512"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16012512"
"041"	"0412513"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012513"
"041"	"0412514"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	1	3	3	3																																																				"16012514"
"041"	"0412516"	"041"	1	41	3	3	4	2	1	1	1	1	3	95	2010	1994	10	0	1	168	1	1	1	1	2	1		3	1	3	3			95	1	1	3	3	3	31	16	4	1	1	2800000	10000000		10000000	"1601"	1	7	6	13	6	1	1	"A"	4	2014			2	1	14	11	14	3	0	1	4	168	49	49	20	50	0	0	100	1	6			"PRA"	"D52"	1	0	1	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	2	5	"D52"		"D41"	"B01"	3	3	3	3	3	16	9	31	1	2	"G"							2				1	2	0.8333333134651184	"16012516"
"041"	"0412525"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	1	3	3	3																																																				"16012525"
"041"	"0412528"	"041"	1	37	3	3	4	1	3					95	2004	2006	8	6	1	112	1	1	1	1	2	1		3	1	3	3			1	1	1	3	3	3	31	16	4	1	1	3250000	20000000		20000000	"1601"	1	3	5	9	5	1	1	"AB"	98	2015	1	2015	1	3																				"PRA"	"D53"	1	10	1	1	1		1	3	3				3	3	3		3	1	1	1		3								"A"	2	3	"D53"		"D41"	"B01"	3	3	3	3	3	16	9	31	3															0.8333333134651184	"16012528"
"041"	"0412534"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012534"
"041"	"0412540"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012540"
"041"	"0412541"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012541"
"041"	"0412542"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	1	3	3	3																																																				"16012542"
"041"	"0412544"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	1	3	3	3																																																				"16012544"
"041"	"0412545"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012545"
"041"	"0412546"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16012546"
"041"	"0412549"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012549"
"041"	"0412550"	"041"																																															"1601"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"16012550"
"041"	"0412551"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16012551"
"041"	"0412552"	"041"																																															"1601"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16012552"
"042"	"0422250"	"042"	1	30	3	3	4	8	3					95	2004	2006	8	9	2	24	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	40	16	4	1	1	1450000	6000000		6000000	"1602"	1	17	5	23	5	1	1	"A"	2	2014			1	1	35	7	28	20	35	15	25	140	30	15	15	15	100	90	100	1	1	1	1	"PRA"	"E52"	1	0	96	1	1		3	3	3				3	3	3		6	1	3	1		3								"B"	2	5	"E52"		"E41"	"B01"	3	3	3	3	1	16	9	40	3															0.625	"16022250"
"042"	"0422251"	"042"																																															"1602"																																		"PRA"	"E52"	3	0	96	3	3	3	3	3	3																																																				"16022251"
"042"	"0422256"	"042"	1	35	3	3	95	3	3					95	2002	2003	13	0	1	66	1	1	1	1	2	3	1	3	3		3			1	1	1	3	3	3	40	16	4	1	1	2500000	15000000		15000000	"1602"	1	17	5	23	5	3	3						2	3																				"PRA"	"E53"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		1	3	3	1	3	3	1	3	"B"	2	3	"E53"		"E41"	"B01"	3	3	3	3	3	16	9	40	3															0.625	"16022256"
"042"	"0422504"	"042"	1	27	3	3	95	4	3					95	2009	2011	4	0	1	99	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	40	16	4	1	1	400000	400000		2500000	"1602"	1	17	5	23	5	3	3						6	3																				"PRA"	"E53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"B"	2	3	"E53"		"E41"	"B01"	3	3	3	3	3	16	9	40	3															0.625	"16022504"
"042"	"0422510"	"042"																																															"1602"																																		"PRA"	"E52"	3	0	96	3	3	1	3	3	3																																																				"16022510"
"042"	"0422517"	"042"																																															"1602"																																		"PRA"	"E52"	3	0	96	3	3	3	3	3	3																																																				"16022517"
"042"	"0422519"	"042"																																															"1602"																																		"PRA"	"E52"	3	0	96	3	3	3	3	3	3																																																				"16022519"
"042"	"0422523"	"042"	1	31	1	3	5	5	3					7	2009	2013	2	0	1	24	1	3	1	1	2	1		3	3		3			1	1	1	3	3	3	40	16	4	1	1	300000	10000000		10000000	"1602"	1	17	5	23	5	1	3						6	3																				"PRA"	"E52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	3		6	1	1	"B"	2	4	"E52"		"E41"	"B01"	3	3	3	3	3	16	9	40	1	2	"GH"							1	1			1	1	0.625	"16022523"
"042"	"0422524"	"042"	1	33	1	3	5	8	3					7	2007	2010	5	0	1	36	1	3	1	1	2	1		3	3		3			95	1	1	1	3	3	31	16	5	1	1	1700000	15000000		15000000	"1602"	1	17	5	23	5	1	3						6	3																				"PRA"	"E53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	3	1		3								"W"	2	4	"E53"		"E41"	"B01"	3	3	3	3	3	16	9	40	1	2	"GH"							1	1			1	1	0.625	"16022524"
"043"	"0432084"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032084"
"043"	"0432086"	"043"	1	43	3	3	4	3	1	1	1	1	3	7	2009	1994	21	0	1	168	1	1	1	1	2	1		1	3	1	3			1	1	1	1	1	1	40	16	4	1	1	3000000	5000000		5000000	"1603"	1	3	5	9	5	1	1	"A"	98	2009			1	3																				"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	1	"W"	2	3	"D52"		"D41"	"B01"	3	3	3	3	1	16	2	40	1	2	"G"							2				1	1	0.3333333432674408	"16032086"
"043"	"0432101"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032101"
"043"	"0432104"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032104"
"043"	"0432108"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032108"
"043"	"0432110"	"043"	1	41	3	3	4	2	3					7	2003	2010	5	0	1	24	1	1	1	1	2	1		3	1	3	3			1	1	1	3	3	3	40	16	4	1	1	2600000	3000000		3000000	"1603"	1	3	5	9	5	1	1	"A"	98	2014			6	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				1	1	3		1	1	1	1		3								"W"	2	3	"D51"		"D41"	"B01"	3	1	3	3	3	16	2	40	3															0.3333333432674408	"16032110"
"043"	"0432116"	"043"	1	39	3	3	4	4	3					7	2012	1996	18	5	2	168	1	1	1	1	2	3	2	3	1	3	3			10	1	1	3	3	3	40	16	4	1	1	3000000	6000000		3000000	"1603"	1	22	3	28	3	1	3						2	3																				"PRA"	"D51"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"W"	2	3	"D51"		"D41"	"B01"	3	3	3	3	3	16	2	40	1	3	"GH"							1	2			1	1	0.3333333432674408	"16032116"
"043"	"0432255"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032255"
"043"	"0432263"	"043"	1	29	3	3	4	1	3					95	2005	2006	9	0	2	168	1	1	1	1	6	1		3	3		3			1	1	1	3	3	3	40	16	4	1	1	0	800000		800000	"1603"	1	22	3	28	3	1	1	"A"	8	2014			1	1	24	24	24	24	24	7	3	168	12	7	3	2	50	30	100	1	1	1	1	"PRA"	"D52"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"W"	2	5	"D52"		"D41"	"B01"	3	3	3	3	3	16	2	40	1	10	"GH"							2	8			1	1	0.3333333432674408	"16032263"
"043"	"0432501"	"043"	1	29	3	3	4	3	3					95	2006	2015	0	1	1	84	1	1	1	1	2	1		1	3	3	3			10	1	1	3	3	3	40	16	4	1	1	1450000	15000000		15000000	"1603"	1	26	4	2	5	3	3						6	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	3		3	1	1	1		3								"W"	2	3	"D53"		"D41"	"B01"	3	3	3	3	3	16	2	40	1	2	"GH"							1	1			1	1	0.3333333432674408	"16032501"
"043"	"0432505"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032505"
"043"	"0432507"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032507"
"043"	"0432511"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032511"
"043"	"0432513"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032513"
"043"	"0432515"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032515"
"043"	"0432517"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032517"
"043"	"0432518"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032518"
"043"	"0432523"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032523"
"043"	"0432526"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032526"
"043"	"0432531"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032531"
"043"	"0432537"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032537"
"043"	"0432538"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032538"
"043"	"0432539"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032539"
"043"	"0432543"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032543"
"043"	"0432544"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032544"
"043"	"0432548"	"043"																																															"1603"																																		"PRA"	"D53"	3	0	96	3	3	6	3	3	3																																																				"16032548"
"044"	"0442082"	"044"	1	44	3	3	4	2	1	1	1	1	3	95	2009	2012	2	10	1	56	1	1	1	1	1	1		3	3		3			3	1	1	3	3	3	10	16	4	1	1	3500000	5000000		5000000	"1606"	1	19	4	25	4	1	3						6	3																				"PRA"	"D53"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"A"	1	3	"D53"		"D41"	"B01"	3	8	8	8	8	16	12	10	1	4	"G"							4				1	1	0.3125	"16062082"
